customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_group,is_new_customer,is_long_term,total_revenue,charge_category,charge_ratio,num_services,is_monthly_contract,paperless_billing_binary,family_size
7024-OHCCK,Female,1,No,No,2,Yes,Yes,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",93.85,170.85,1,"0-1 year",1,0,187.7,High,0.905405,3,1,1,0
6743-HHQPF,Male,0,Yes,No,42,No,"No phone service",DSL,No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",25.1,1097.15,0,"2-4 years",0,0,1054.2,Low,1.03976,0,1,1,1
4853-RULSV,Male,0,No,No,70,Yes,Yes,"Fiber optic",Yes,No,No,Yes,Yes,Yes,"Two year",Yes,"Credit card (automatic)",104,7250.15,1,"4+ years",0,1,7280,High,0.995763,5,0,1,0
5673-TIYIB,Male,0,No,No,2,No,"No phone service",DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,"Credit card (automatic)",40.4,77.15,1,"0-1 year",1,0,80.8,Medium,0.943154,3,1,1,0
3192-LNKRK,Male,0,Yes,Yes,34,Yes,No,"Fiber optic",No,No,Yes,No,Yes,No,Month-to-month,Yes,"Mailed check",84.05,2909.95,0,"2-4 years",0,0,2857.7,High,1.01793,3,1,1,2
5160-UXJED,Male,0,No,No,17,Yes,No,DSL,No,No,No,No,No,No,"One year",No,"Electronic check",44.6,1398.6,0,"1-2 years",0,0,758.2,Medium,1.8422,1,0,0,0
3649-JPUGY,Male,0,No,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,"Two year",Yes,"Bank transfer (automatic)",88.6,6201.95,0,"4+ years",0,1,6379.2,High,0.972062,6,0,1,0
9717-IOAAF,Male,0,No,Yes,27,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",Yes,"Credit card (automatic)",25.85,788.55,0,"2-4 years",0,0,697.95,Low,1.12819,1,0,1,1
0156-FVPTA,Male,0,Yes,No,22,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,"Electronic check",54.2,1152.7,1,"1-2 years",0,0,1192.4,Medium,0.965896,3,1,1,1
3348-CFRNX,Female,0,Yes,No,28,Yes,No,"Fiber optic",Yes,No,No,No,Yes,Yes,Month-to-month,Yes,"Mailed check",92.35,2602.9,1,"2-4 years",0,0,2585.8,High,1.00622,4,1,1,1
6837-HAEVO,Male,0,Yes,Yes,69,Yes,Yes,"Fiber optic",No,Yes,Yes,No,Yes,Yes,"Two year",Yes,"Electronic check",105,7297.75,0,"4+ years",0,1,7245,High,1.00714,5,0,1,2
2607-FBDFF,Male,0,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,"Credit card (automatic)",49,49,0,"0-1 year",1,0,49,Medium,0.98,2,1,0,0
1197-BVMVG,Female,1,No,No,4,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",74.45,294.45,0,"0-1 year",1,0,297.8,High,0.985442,1,1,1,0
7343-EOBEU,Male,0,Yes,No,3,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Mailed check",23.6,89.05,0,"0-1 year",1,0,70.8,Low,1.24025,1,1,1,1
9337-SRRNI,Male,0,No,Yes,66,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",Yes,"Credit card (automatic)",25.3,1673.8,0,"4+ years",0,1,1669.8,Low,1.0018,1,0,1,1
7328-ZJAJO,Female,0,Yes,Yes,59,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Credit card (automatic)",19.5,1222.65,0,"4+ years",0,1,1150.5,Low,1.06179,1,0,0,2
2096-XOTMO,Female,0,Yes,Yes,16,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",19.35,275.9,0,"1-2 years",0,0,309.6,Low,0.888281,1,1,0,2
6595-COKXZ,Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,"Mailed check",44.45,44.45,1,"0-1 year",1,0,44.45,Medium,0.977998,1,1,1,0
2868-SNELZ,Female,0,No,No,2,Yes,Yes,"Fiber optic",No,No,Yes,No,No,No,Month-to-month,No,"Mailed check",80.6,155.8,1,"0-1 year",1,0,161.2,High,0.960543,2,1,0,0
9837-FWLCH,Male,0,Yes,Yes,12,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Electronic check",19.2,239,0,"0-1 year",0,0,230.4,Low,1.03284,1,1,1,2
4177-JPDFU,Male,0,No,No,12,No,"No phone service",DSL,No,Yes,No,Yes,No,No,Month-to-month,No,"Mailed check",34,442.45,0,"0-1 year",0,0,408,Low,1.08178,2,1,0,0
6284-AHOOQ,Male,1,No,No,22,Yes,Yes,"Fiber optic",No,No,No,Yes,Yes,No,Month-to-month,Yes,"Bank transfer (automatic)",90.5,1910.6,1,"1-2 years",0,0,1991,High,0.959137,3,1,1,0
2824-MYYBN,Female,0,Yes,Yes,37,Yes,Yes,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",95.25,3314.15,0,"2-4 years",0,0,3524.25,High,0.940118,3,1,1,2
2773-MADBQ,Female,0,No,No,36,No,"No phone service",DSL,Yes,Yes,Yes,Yes,No,Yes,"Two year",Yes,"Mailed check",53.1,1901.25,0,"2-4 years",0,0,1911.6,Medium,0.994066,5,0,1,0
7833-PKIHD,Male,0,Yes,Yes,51,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,"Bank transfer (automatic)",70.4,3966.3,0,"4+ years",0,1,3590.4,High,1.10439,5,1,1,2
3638-WEABW,Female,0,Yes,No,58,Yes,Yes,DSL,No,Yes,No,Yes,No,No,"Two year",Yes,"Credit card (automatic)",59.9,3505.1,0,"4+ years",0,1,3474.2,Medium,1.0086,3,0,1,1
3807-BPOMJ,Female,0,No,No,55,Yes,No,"Fiber optic",Yes,No,No,No,Yes,Yes,"One year",Yes,"Electronic check",94.75,5276.1,0,"4+ years",0,1,5211.25,High,1.01225,4,0,1,0
3766-EJLFL,Female,0,Yes,Yes,68,Yes,Yes,"Fiber optic",Yes,No,Yes,Yes,Yes,Yes,"Two year",Yes,"Bank transfer (automatic)",109.05,7508.55,0,"4+ years",0,1,7415.4,High,1.01243,6,0,1,2
5846-ABOBJ,Male,0,Yes,No,71,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Bank transfer (automatic)",24.45,1730.65,0,"4+ years",0,1,1735.95,Low,0.996373,1,0,0,1
9084-OAYKL,Male,0,No,No,58,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Mailed check",20.8,1398.6,0,"4+ years",0,1,1206.4,Low,1.15836,1,0,0,0
0617-AQNWT,Female,0,Yes,No,64,No,No,DSL,Yes,No,Yes,Yes,No,Yes,"Two year",No,"Electronic check",47.85,3147.5,1,"4+ years",0,1,3062.4,Medium,1.02745,4,0,0,1
0089-IIQKO,Female,0,Yes,Yes,39,Yes,Yes,"Fiber optic",No,No,No,Yes,Yes,Yes,Month-to-month,Yes,"Credit card (automatic)",99.95,3767.4,0,"2-4 years",0,0,3898.05,High,0.966235,4,1,1,2
5847-MXBEO,Male,0,No,No,22,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Electronic check",20.3,475.1,0,"1-2 years",0,0,446.6,Low,1.06144,1,0,0,0
9496-IVVRP,Female,0,Yes,Yes,11,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,"Electronic check",51,581.7,0,"0-1 year",1,0,561,Medium,1.03505,2,1,0,2
2683-JXWQQ,Male,0,Yes,Yes,61,No,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,"Bank transfer (automatic)",33.6,2117.2,0,"4+ years",0,1,2049.6,Low,1.03248,2,1,0,2
7752-XUSCI,Female,0,No,No,60,Yes,Yes,"Fiber optic",No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,"Electronic check",105.9,6396.45,1,"4+ years",0,1,6354,High,1.00652,5,1,1,0
8065-YKXKD,Female,0,No,No,10,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",74.75,1398.6,1,"0-1 year",1,0,747.5,High,1.86854,1,1,1,0
3638-DIMPH,Female,0,Yes,No,13,Yes,No,DSL,No,No,No,No,No,No,"One year",No,"Electronic check",43.8,592.65,0,"1-2 years",0,0,569.4,Medium,1.03901,1,0,0,1
6959-UWKHF,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",42.9,42.9,1,"0-1 year",1,0,42.9,Medium,0.977221,1,1,1,0
0080-OROZO,Male,0,No,No,35,Yes,No,"Fiber optic",No,No,Yes,Yes,Yes,Yes,"One year",Yes,"Electronic check",99.25,3532,0,"2-4 years",0,0,3473.75,High,1.01648,5,0,1,0
1984-FCOWB,Female,0,Yes,No,70,Yes,Yes,"Fiber optic",No,Yes,Yes,Yes,Yes,Yes,"One year",Yes,"Electronic check",70.4,7674.55,1,"4+ years",0,1,4928,High,1.55702,6,0,1,1
5442-BHQNG,Female,0,No,No,2,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,No,"Electronic check",70.35,139.25,0,"0-1 year",1,0,140.7,High,0.98271,1,1,0,0
6490-FGZAT,Male,0,No,No,6,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",20.65,109.3,0,"0-1 year",1,0,123.9,Low,0.8751,1,1,0,0
9076-AXYIK,Male,1,Yes,No,64,Yes,Yes,"Fiber optic",No,No,Yes,Yes,Yes,Yes,"Two year",No,"Electronic check",102.1,6538.45,0,"4+ years",0,1,6534.4,High,1.00047,5,0,0,1
0582-AVCLN,Female,0,No,No,38,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Mailed check",20.3,743.05,0,"2-4 years",0,0,771.4,Low,0.962002,1,0,0,0
4128-ETESU,Male,1,Yes,No,47,Yes,Yes,"Fiber optic",No,No,Yes,No,Yes,Yes,Month-to-month,No,"Electronic check",99.7,4747.2,0,"2-4 years",0,0,4685.9,High,1.01287,4,1,0,1
9780-FKVVF,Male,0,No,No,29,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,"Bank transfer (automatic)",59.15,336.7,0,"2-4 years",0,0,1715.35,Medium,0.196172,3,1,1,0
9898-KZQDZ,Female,1,Yes,Yes,40,Yes,Yes,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,Yes,"Credit card (automatic)",94.55,3640.45,1,"2-4 years",0,0,3782,High,0.962318,3,1,1,2
8498-XXGWA,Female,0,Yes,No,65,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,"Mailed check",70.4,3673.15,0,"4+ years",0,1,4576,High,0.802523,3,1,1,1
0354-VXMJC,Male,0,Yes,Yes,23,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Credit card (automatic)",19.6,426.65,0,"1-2 years",0,0,450.8,Low,0.944334,1,0,0,2
2143-LJULT,Female,0,Yes,No,67,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",Yes,"Credit card (automatic)",25.25,1733.15,0,"4+ years",0,1,1691.75,Low,1.02387,1,0,1,1
9253-VIFJQ,Male,0,Yes,No,65,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,"One year",No,"Credit card (automatic)",67.05,4309.55,0,"4+ years",0,1,4358.25,Medium,0.988599,4,0,0,1
6994-ORCWG,Female,0,No,No,14,Yes,Yes,DSL,No,Yes,No,No,No,No,"One year",Yes,"Mailed check",54.25,773.2,0,"1-2 years",0,0,759.5,Medium,1.0167,2,0,1,0
2657-VPXTA,Female,0,Yes,Yes,10,Yes,No,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",88.85,929.45,0,"0-1 year",1,0,888.5,High,1.04491,3,1,1,2
9142-XMYJH,Female,0,No,No,29,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Credit card (automatic)",19.35,601.6,0,"2-4 years",0,0,561.15,Low,1.07018,1,1,0,0
7422-WNBTY,Male,0,Yes,No,33,Yes,Yes,"Fiber optic",No,Yes,Yes,No,No,Yes,Month-to-month,Yes,"Electronic check",93.35,3092,0,"2-4 years",0,0,3080.55,High,1.00339,4,1,1,1
2585-KTFRE,Male,0,No,Yes,1,Yes,No,"Fiber optic",Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,"Bank transfer (automatic)",70.45,70.45,0,"0-1 year",1,0,70.45,High,0.986004,5,1,1,1
7410-YTJIK,Male,0,No,No,7,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,No,"Mailed check",75.45,480.75,1,"0-1 year",1,0,528.15,High,0.908533,1,1,0,0
8242-PDSGJ,Male,0,Yes,No,70,No,"No phone service",DSL,Yes,No,Yes,Yes,No,No,"Two year",Yes,"Credit card (automatic)",39.15,2692.75,0,"4+ years",0,1,2740.5,Medium,0.982218,3,0,1,1
6527-PZFPV,Male,0,Yes,Yes,24,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",Yes,"Credit card (automatic)",20.8,469.65,0,"1-2 years",0,0,499.2,Low,0.938924,1,0,1,2
5439-WIKXB,Male,1,Yes,No,41,Yes,No,"Fiber optic",No,Yes,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",94.55,3851.45,0,"2-4 years",0,0,3876.55,High,0.993269,4,1,1,1
0848-ZGQIJ,Female,0,Yes,No,16,Yes,No,"Fiber optic",No,Yes,No,No,Yes,Yes,Month-to-month,Yes,"Bank transfer (automatic)",94.65,1461.15,0,"1-2 years",0,0,1514.4,High,0.964201,4,1,1,1
6510-UPNKS,Female,0,No,No,23,Yes,Yes,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Credit card (automatic)",24.8,1398.6,0,"1-2 years",0,0,570.4,Low,2.44767,1,0,0,0
7517-SAWMO,Female,0,Yes,No,19,Yes,No,"Fiber optic",Yes,No,No,No,No,No,Month-to-month,Yes,"Electronic check",70.4,1398.6,1,"1-2 years",0,0,1337.6,High,1.04482,2,1,1,1
3055-OYMSE,Female,1,No,No,53,Yes,No,"Fiber optic",No,Yes,No,No,No,No,Month-to-month,Yes,"Credit card (automatic)",73.8,4003.85,0,"4+ years",0,1,3911.4,High,1.02337,2,1,1,0
4312-GVYNH,Female,0,Yes,No,70,No,"No phone service",DSL,Yes,No,Yes,Yes,No,Yes,"Two year",Yes,"Bank transfer (automatic)",49.85,3370.2,0,"4+ years",0,1,3489.5,Medium,0.965535,4,0,1,1
2863-IMQDR,Female,0,No,No,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,"Two year",No,"Electronic check",89.65,5308.7,0,"4+ years",0,1,5468.65,High,0.970574,7,0,0,0
9039-ZVJDC,Male,0,No,No,3,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,Yes,"Mailed check",19.1,53.05,0,"0-1 year",1,0,57.3,Low,0.909949,1,1,1,0
6344-SFJVH,Female,0,No,No,20,No,"No phone service",DSL,No,No,No,No,No,No,Month-to-month,No,"Credit card (automatic)",24.9,505.95,0,"1-2 years",0,0,498,Low,1.01393,0,1,0,0
6500-JVEGC,Male,0,No,No,68,Yes,Yes,"Fiber optic",Yes,Yes,Yes,No,Yes,No,"One year",No,"Bank transfer (automatic)",101.35,7110.75,0,"4+ years",0,1,6891.8,High,1.03162,5,0,0,0
3645-DEYGF,Male,0,No,Yes,1,Yes,No,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",20.75,20.75,0,"0-1 year",1,0,20.75,Low,0.954023,1,1,0,1
9699-UBQFS,Female,1,Yes,No,43,Yes,Yes,"Fiber optic",Yes,Yes,No,No,Yes,No,Month-to-month,Yes,"Electronic check",94.5,4156.8,0,"2-4 years",0,0,4063.5,High,1.02271,4,1,1,1
0689-DSXGL,Male,0,Yes,Yes,52,Yes,No,"Fiber optic",No,Yes,Yes,Yes,No,No,Month-to-month,No,"Bank transfer (automatic)",85.8,4433.3,0,"4+ years",0,1,4461.6,High,0.993434,4,1,0,2
6288-CHQJB,Female,0,Yes,Yes,54,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,"Two year",No,"Bank transfer (automatic)",69.95,3871.85,0,"4+ years",0,1,3777.3,Medium,1.02476,5,0,0,2
8777-PVYGU,Male,0,Yes,No,52,Yes,No,DSL,Yes,No,Yes,No,Yes,No,"One year",Yes,"Mailed check",64.3,3410.6,0,"4+ years",0,1,3343.6,Medium,1.01973,4,0,1,1
2018-PZKMU,Male,0,Yes,Yes,9,Yes,No,"Fiber optic",No,No,Yes,Yes,Yes,Yes,Month-to-month,No,"Electronic check",70.4,970.45,0,"0-1 year",1,0,633.6,High,1.52923,5,1,0,2
5329-KRDTM,Male,1,Yes,No,29,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,"Two year",No,"Credit card (automatic)",77.35,5396.25,0,"2-4 years",0,0,2243.15,High,2.40459,5,0,0,1
4827-DPADN,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,"Two year",Yes,"Bank transfer (automatic)",83.3,6042.7,0,"4+ years",0,1,5997.6,High,1.00735,6,0,1,2
8970-ANWXO,Female,0,No,No,29,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,"One year",Yes,"Mailed check",73.75,1756.6,0,"2-4 years",0,0,2138.75,High,0.820937,4,0,1,0
9796-BPKIW,Male,1,No,No,8,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Credit card (automatic)",69.95,562.7,0,"0-1 year",1,0,559.6,Medium,1.00375,1,1,1,0
6156-UZDLF,Female,0,No,No,26,Yes,No,"Fiber optic",Yes,No,Yes,Yes,No,No,"One year",Yes,"Credit card (automatic)",87.15,2274.1,0,"2-4 years",0,0,2265.9,High,1.00318,4,0,1,0
7021-XSNYE,Male,0,Yes,Yes,7,No,"No phone service",DSL,Yes,No,Yes,Yes,No,Yes,"Two year",No,"Credit card (automatic)",49.65,305.55,0,"0-1 year",1,0,347.55,Medium,0.876632,4,0,0,2
1136-XGEQU,Female,0,Yes,No,50,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,"One year",Yes,"Credit card (automatic)",84.15,4164.4,0,"4+ years",0,1,4207.5,High,0.989521,6,0,1,1
4636-JGAAI,Male,0,Yes,No,34,Yes,Yes,"Fiber optic",No,Yes,No,No,No,Yes,Month-to-month,No,"Mailed check",88.85,3000.25,0,"2-4 years",0,0,3020.9,High,0.992836,3,1,0,1
6892-EZDTG,Female,0,Yes,No,4,Yes,Yes,"Fiber optic",No,Yes,No,No,Yes,No,Month-to-month,Yes,"Electronic check",91.65,365.4,1,"0-1 year",1,0,366.6,High,0.994015,3,1,1,1
0623-GDISB,Female,0,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,"Bank transfer (automatic)",48.45,48.45,0,"0-1 year",1,0,48.45,Medium,0.979778,2,1,1,0
4299-SIMNS,Male,0,No,No,9,Yes,Yes,"Fiber optic",Yes,No,No,No,No,No,Month-to-month,Yes,"Electronic check",81.15,784.45,0,"0-1 year",1,0,730.35,High,1.07261,2,1,1,0
8748-HFWBO,Male,0,Yes,Yes,19,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Mailed check",19.9,357.7,0,"1-2 years",0,0,378.1,Low,0.943551,1,0,0,2
6061-PQHMK,Female,0,No,No,25,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year",No,"Credit card (automatic)",19.9,527.5,0,"2-4 years",0,0,497.5,Low,1.05817,1,0,0,0
2229-VWQJH,Female,0,No,No,24,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,"Credit card (automatic)",49.3,1233.25,0,"1-2 years",0,0,1183.2,Medium,1.04142,2,1,1,0
6252-DFGTK,Female,0,Yes,No,37,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,"Credit card (automatic)",68.1,2479.25,0,"2-4 years",0,0,2519.7,Medium,0.983556,4,1,0,1
8631-WUXGY,Female,0,No,Yes,46,Yes,No,"Fiber optic",No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,"Electronic check",99.8,4391.25,0,"2-4 years",0,0,4590.8,High,0.956324,5,1,1,1
6985-HAYWX,Female,0,Yes,No,26,Yes,Yes,"Fiber optic",No,Yes,No,No,No,No,Month-to-month,No,"Bank transfer (automatic)",79.3,2015.8,0,"2-4 years",0,0,2061.8,High,0.977215,2,1,0,1
9565-AXSMR,Male,0,Yes,Yes,52,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year",No,"Mailed check",19.2,1054.75,0,"4+ years",0,1,998.4,Low,1.05538,1,0,0,2
2725-KXXWT,Male,0,Yes,No,1,Yes,No,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",90.75,90.75,1,"0-1 year",1,0,90.75,High,0.989101,3,1,1,1
5193-QLVZB,Male,0,No,No,63,Yes,Yes,"Fiber optic",No,Yes,Yes,No,Yes,Yes,"Two year",Yes,"Bank transfer (automatic)",104.75,6536.5,0,"4+ years",0,1,6599.25,High,0.990341,5,0,1,0
0722-TROQR,Female,1,No,No,4,Yes,Yes,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",74.9,321.75,1,"0-1 year",1,0,299.6,High,1.07036,1,1,1,0
1852-XEMDW,Male,0,No,No,22,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,"Mailed check",65.05,1427.55,0,"1-2 years",0,0,1431.1,Medium,0.996823,4,1,0,0
2195-VVRJF,Male,1,Yes,No,29,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,"Credit card (automatic)",59.1,1011.05,0,"2-4 years",0,0,1713.9,Medium,0.589568,3,1,1,1
7159-NOKYQ,Male,0,Yes,No,67,Yes,Yes,"Fiber optic",No,Yes,Yes,No,No,Yes,"Two year",Yes,"Electronic check",93.15,6368.2,0,"4+ years",0,1,6241.05,High,1.02021,4,0,1,1
6621-YOBKI,Male,0,No,No,5,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",20.35,92.75,0,"0-1 year",1,0,101.75,Low,0.902676,1,1,0,0
1112-CUNAO,Male,1,No,No,15,Yes,Yes,"Fiber optic",No,Yes,No,No,No,Yes,Month-to-month,No,"Electronic check",89.85,1424.95,1,"1-2 years",0,0,1347.75,High,1.0565,3,1,0,0
7722-CVFXN,Male,0,Yes,Yes,54,Yes,Yes,"Fiber optic",No,Yes,No,Yes,Yes,Yes,"One year",Yes,"Electronic check",105.2,5637.85,0,"4+ years",0,1,5680.8,High,0.992265,5,0,1,2
2606-PKWJB,Male,0,No,No,40,No,"No phone service",DSL,Yes,Yes,No,Yes,No,No,"One year",No,"Mailed check",40.25,1564.05,0,"2-4 years",0,0,1610,Medium,0.970857,3,0,0,0
5161-UBZXI,Male,0,No,No,69,Yes,No,"Fiber optic",Yes,Yes,No,Yes,Yes,Yes,"Two year",Yes,"Credit card (automatic)",106.35,7261.75,0,"4+ years",0,1,7338.15,High,0.989454,6,0,1,0
2560-PPCHE,Female,0,No,No,65,Yes,Yes,"Fiber optic",No,Yes,No,Yes,Yes,Yes,"One year",Yes,"Electronic check",105.05,6744.25,0,"4+ years",0,1,6828.25,High,0.987554,5,0,1,0
6641-XRPSU,Female,0,No,No,34,Yes,No,"Fiber optic",No,No,No,No,No,No,Month-to-month,Yes,"Electronic check",70,2416.1,1,"2-4 years",0,0,2380,Medium,1.01474,1,1,1,0
1576-PFZIW,Male,1,Yes,No,70,Yes,No,"Fiber optic",Yes,Yes,Yes,No,Yes,Yes,"Two year",No,"Credit card (automatic)",105.35,7511.9,0,"4+ years",0,1,7374.5,High,1.01849,6,0,0,1
9236-NDUCW,Female,0,No,No,21,No,"No phone service",DSL,Yes,No,No,Yes,No,No,"Two year",No,"Mailed check",35.1,770.4,0,"1-2 years",0,0,737.1,Medium,1.04376,2,0,0,0
8947-YRTDV,Male,0,Yes,Yes,32,Yes,No,"Fiber optic",Yes,Yes,Yes,No,No,Yes,"One year",No,"Mailed check",94.8,3131.55,0,"2-4 years",0,0,3033.6,High,1.03195,5,0,0,2
7036-TYDEC,Female,0,No,No,69,Yes,Yes,"Fiber optic",No,No,Yes,Yes,Yes,Yes,"Two year",No,"Electronic check",104,7028.5,0,"4+ years",0,1,7176,High,0.979309,5,0,0,0
7480-QNVZJ,Male,1,No,No,50,Yes,Yes,"Fiber optic",No,No,No,No,Yes,Yes,Month-to-month,Yes,"Electronic check",95.7,4816.7,1,"4+ years",0,1,4785,High,1.00641,3,1,1,0
3230-IUALN,Male,0,Yes,Yes,45,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,"Two year",Yes,"Mailed check",81,3533.6,0,"2-4 years",0,0,3645,High,0.969172,6,0,1,2
4695-WJZUE,Female,1,No,No,2,Yes,Yes,"Fiber optic",No,No,Yes,No,No,Yes,Month-to-month,Yes,"Electronic check",88.55,179.25,1,"0-1 year",1,0,177.1,High,1.00646,3,1,1,0
2674-MIAHT,Female,0,No,No,4,Yes,Yes,"Fiber optic",No,Yes,No,No,No,No,Month-to-month,Yes,"Mailed check",80.3,1398.6,0,"0-1 year",1,0,321.2,High,4.34078,2,1,1,0
3913-FCUUW,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,"Two year",Yes,"Bank transfer (automatic)",70.45,5165.7,0,"4+ years",0,1,5072.4,High,1.01819,5,0,1,2
9170-ARBTB,Male,0,Yes,Yes,52,Yes,No,No,"No internet service","No internet service","No internet service",No,"No internet service","No internet service","One year",No,"Credit card (automatic)",19.6,1012.4,0,"4+ years",0,1,1019.2,Low,0.992354,1,0,0,2
5310-NOOVA,Male,0,No,No,46,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Electronic check",19.95,907.05,0,"2-4 years",0,0,917.7,Low,0.987319,1,1,0,0
2676-SSLTO,Male,0,No,No,49,Yes,Yes,DSL,No,No,No,Yes,Yes,No,"Two year",Yes,"Bank transfer (automatic)",66.15,3199,0,"4+ years",0,1,3241.35,Medium,0.98663,3,0,1,0
9367-OIUXP,Male,0,No,No,4,Yes,No,No,"No internet service","No internet service","No internet service","No internet service","No internet service","No internet service",Month-to-month,No,"Mailed check",20.7,73.05,0,"0-1 year",1,0,82.8,Low,0.871718,1,1,0,0
9479-HYNYL,Female,0,Yes,No,71,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,"Two year",Yes,"Credit card (automatic)",80.7,1398.6,0,"4+ years",0,1,5729.7,High,0.244054,5,0,1,1
9508-ILZDG,Female,1,No,No,34,Yes,Yes,"Fiber optic",No,Yes,No,Yes,Yes,No,Month-to-month,Yes,"Electronic check",96.35,3190.25,0,"2-4 years",0,0,3275.9,High,0.973557,4,1,1,0
